episode,length,time,reward,delta
0,1123.0,0.1014999999997599,-4092.0,100.00016985352526
1,311.0,0.025212999999894237,-706.0,90.00015286817273
2,157.0,0.011616000000685744,-156.0,81.00013758135546
3,101.0,0.008792999999968742,-1.0,72.90012382321991
4,278.0,0.019710000000486616,-277.0,65.61011144089792
5,63.0,0.004058000000441098,37.0,59.049100296808135
6,171.0,0.01393999999982043,-71.0,53.14419026712732
7,178.0,0.017197000000123808,-78.0,47.82977124041459
8,48.0,0.006506000000626955,52.0,43.04679411637313
9,135.0,0.008583999999245862,-35.0,38.74211470473581
10,110.0,0.009705000000394648,-10.0,34.86790323426223
11,119.0,0.0073579999998401036,-19.0,31.38111291083601
12,81.0,0.007453000000168686,19.0,28.243001619752405
13,148.0,0.01091800000085641,-48.0,25.41870145777716
14,109.0,0.008330999999998312,-9.0,22.87683131199944
15,56.0,0.0036170000003039604,44.0,20.589148180799498
16,71.0,0.007013999999799125,29.0,18.530233362719542
17,152.0,0.009452999999666645,-52.0,16.677210026447582
18,55.0,0.005481000000145286,45.0,15.009489023802828
19,83.0,0.005309000000124797,17.0,13.508540121422541
20,106.0,0.008480999999846972,-6.0,12.157686109280291
21,60.0,0.004789999999957217,40.0,10.941917498352268
22,72.0,0.005293000000165193,28.0,9.847725748517036
23,93.0,0.008348000000296452,7.0,8.862953173665332
24,126.0,0.008241000000452914,-26.0,7.9766578562988
25,47.0,0.005294000000503729,53.0,7.178992070668926
26,68.0,0.005767999999989115,32.0,6.461092863602033
27,77.0,0.005071000000498316,23.0,5.814983577241833
28,53.0,0.0061930000001666485,47.0,5.233485219517647
29,71.0,0.004479000000173983,29.0,4.710136697565886
30,82.0,0.005539000000680971,18.0,4.239123027809299
31,66.0,0.006639999999606516,34.0,3.815210725028365
32,43.0,0.0029569999996965635,57.0,3.43368965252553
33,69.0,0.004408999999213847,31.0,3.0903206872729783
34,93.0,0.008222999999816238,7.0,2.7812886185456875
35,39.0,0.002209999999649881,61.0,2.503159756691119
36,51.0,0.00297599999976228,49.0,2.2528437810220083
37,65.0,0.006271999999626132,35.0,2.027559402919806
38,87.0,0.006349000000227534,13.0,1.8248034626278269
39,59.0,0.0037160000001676963,41.0,1.6423231163650485
